season_number,season_date,season_time,market_fmid
880,1,02/02/2019 to 03/30/2019,Sat: 10:00 AM-2:00 PM;,1009803
881,2,04/06/2019 to 10/29/2019,Tue: 10:00 AM-3:00 PM;Sat: 9:00 AM-3:00 PM;,1009803
882,1,05/15/2021 to 05/15/2021,Sat: 9:00 AM-12:30 PM;,1019756
883,1,05/22/2021 to 05/22/2021,Sat: 9:00 AM-1:00 PM;,1021291
884,1,06/04/2022 to 06/04/2022,Sat: 9:00 AM-1:00 PM;,1021661
885,1,05/07/2019 to 09/24/2019,Tue: 3:00 PM-6:00 PM;,1012344
886,1,05/31/2018 to 07/26/2018,Thu: 5:00 PM-8:00 PM;,1019030
887,1,07/11/2020 to 09/26/2020,Sun: 9:00 AM-1:00 PM;,1018834
888,1,04/10/2021 to 04/10/2021,Sat: 7:30 AM-11:30 AM;,1021324
889,1,05/04/2021 to 05/04/2021,Tue: 4:00 PM-6:00 PM;,1021325
890,1,06/04/2019 to 10/29/2019,Tue: 4:00 PM-7:00 PM;,1019450
891,1,01/01/2021 to 01/01/2021,Tue: -8:00 PM;Fri: 12:00 PM-;,1021647
892,1,05/04/2018 to 10/05/2018,Fri: 4:00 PM-7:00 PM;,1016810
893,1,05/22/2021 to 05/22/2021,Sat: 9:00 AM-12:00 PM;,1018113
894,1,01/01/2018 to 12/31/2018,Sat: 10:00 AM-3:00 PM;Sun: 10:00 AM-3:00 PM;,1019158
895,1,01/01/2020 to 12/31/2020,Sat: 9:00 AM-2:00 PM;,1006652
896,1,06/10/2021 to 06/10/2021,Thu: 9:00 AM-1:00 PM;,1002768
897,1,04/27/2019 to 10/26/2019,Tue: 9:00 AM-1:00 PM;Sat: 8:00 AM-12:00 PM;,1019512
898,1,01/01/2018 to 12/31/2018,Tue: 8:00 AM-2:00 PM;Sat: 8:00 AM-2:00 PM;,1010483
899,1,05/04/2018 to 10/26/2018,Fri: 3:30 PM-6:30 PM;,1016916
900,2,11/02/2018 to 04/19/2019,Fri: 3:30 AM-6:30 PM;,1016916
901,1,06/20/2013 to 09/26/2013,Thu: 11:00 AM-3:00 PM;,1004651
902,1,06/19/2019 to 09/04/2019,Wed: 5:00 PM-8:00 PM;,1019503
903,1,05/10/2020 to 10/25/2020,Sun: 10:00 AM-2:00 PM;,1019808
904,1,12/15/2019 to 02/23/2020,Sun: 9:00 AM-12:00 PM;,1019726
905,1,06/01/2021 to 06/01/2021,Tue: 2:00 PM-6:30 PM;,1021470
906,1,01/05/2019 to 04/13/2019,Sat: 11:00 AM-2:00 PM;,1019346
907,1,05/19/2018 to 09/29/2018,Sat: 8:00 AM-12:00 PM;,1018927
908,1,05/07/2021 to 05/07/2021,Fri: 4:00 PM-7:00 PM;,1021361
909,1,04/05/2018 to 11/01/2018,Thu: 4:00 PM-5:30 PM;,1004848
910,1,01/01/2020 to 12/31/2020,Wed: 3:00 PM-8:00 PM;,1011300
911,1,01/01/2020 to 12/31/2020,Wed: 3:00 PM-8:00 PM;,1020132
912,1,06/06/2021 to 06/06/2021,Sun: 11:00 AM-3:00 PM;,1019304
913,1,01/01/2020 to 03/01/2020,Thu: 2:00 PM-6:00 PM;,1021198
914,2,04/01/2020 to 09/01/2020,Thu: 3:00 PM-7:00 PM;,1021198
915,3,10/01/2020 to 12/01/2020,Thu: 2:00 PM-6:00 PM;,1021198
916,1,05/18/2019 to 09/28/2019,Sat: 9:00 AM-1:00 PM;,1019167
917,1,06/15/2019 to 10/12/2019,Sat: 10:00 AM-1:00 PM;,1019678
918,1,10/19/2019 to 06/13/2020,Sat: 10:00 AM-1:00 PM;,1019679
919,1,06/25/2018 to 09/24/2018,Mon: 3:00 PM-6:00 PM;,1019207
920,1,01/01/2020 to 12/31/2020,Sat: 8:00 AM-2:00 PM;,1019995
921,1,04/17/2021 to 04/17/2021,Thu: 8:00 AM-11:00 AM;Sat: 8:00 AM-11:00 AM;,1021390
922,1,05/06/2021 to 05/06/2021,Thu: 10:00 AM-3:00 PM;,1012027
923,1,05/29/2019 to 09/18/2019,Wed: 4:30 PM-7:30 PM;,1019538
924,1,07/10/2021 to 07/10/2021,Sat: 9:00 AM-2:00 PM;,1018418
925,1,05/01/2018 to 10/31/2018,Wed: 2:00 PM-6:00 PM;,1018901
926,1,06/02/2020 to 10/24/2020,Tue: 3:00 PM-6:00 PM;Sat: 7:30 AM-12:00 PM;,1020094
927,1,05/05/2019 to 11/17/2019,Sun: 9:00 AM-1:00 PM;,1019494
928,1,05/01/2021 to 05/01/2021,Sat: 8:00 AM-11:00 AM;,1005431
929,3,12/11/2021 to 12/11/2021,Sat: 10:00 AM-12:00 PM;,1005431
930,1,05/19/2021 to 05/19/2021,Wed: 3:00 PM-6:00 PM;,1018919
931,1,05/04/2021 to 05/04/2021,Tue: 3:00 PM-6:30 PM;,1000462
932,1,06/11/2020 to 10/15/2020,Thu: 3:30 PM-7:00 PM;,1016820
933,1,06/09/2022 to 06/09/2022,Thu: 10:00 AM-3:00 PM;,1021727
934,2,01/01/2021 to 01/01/2021,Sat: 11:00 AM-4:00 PM;,1011233
935,1,06/02/2018 to 10/27/2018,Sat: 8:00 AM-2:00 PM;,1018922
936,1,05/01/2018 to 10/31/2018,Sat: 9:00 AM-1:00 PM;,1011800
937,1,09/01/2012 to ,Fri: 3:00 PM-7:00 PM;,1021257
938,1,06/02/2019 to 09/01/2019,Sun: 10:00 AM-2:00 PM;,1019622
939,1,01/01/2018 to 12/31/2018,Sun: 9:00 AM-1:00 PM;,1019177
940,2,01/01/2019 to 12/31/2019,Sun: 9:00 AM-1:00 PM;,1019177
941,1,05/05/2018 to 10/27/2018,Sat: 8:00 AM-12:00 PM;,1019175
942,2,11/03/2018 to 04/27/2019,Sat: 9:00 AM-12:00 PM;,1019175
943,1,05/05/2018 to 10/27/2018,Sat: 9:00 AM-1:00 PM;,1019176
944,1,01/01/2021 to 12/31/2021,Tue: 7:00 AM-2:00 PM;Wed: 7:00 AM-2:00 PM;Thu: 7:00 AM-2:00 PM;Fri: 7:00 AM-2:00 PM;Sat: 7:00 AM-2:00 PM;,1019940
945,1,06/01/2019 to 09/28/2019,Sat: 10:00 AM-2:00 PM;,1019435
946,1,06/04/2020 to 08/13/2020,Thu: 8:30 AM-12:30 PM;,1011538
947,1,05/12/2018 to 10/06/2018,Sat: 8:00 AM-12:00 PM;,1000481
948,1,07/10/2018 to 10/09/2018,Tue: 9:00 AM-12:30 PM;,1012249
949,1,05/31/2018 to 10/25/2018,Thu: 2:00 PM-7:00 PM;,1005201
950,1,06/01/2019 to 09/28/2019,Sat: 9:00 AM-2:00 PM;,1012046
951,1,05/14/2021 to 05/14/2021,Fri: 3:00 PM-7:00 PM;,1021339
952,1,01/01/2019 to 02/23/2019,Sat: 8:00 AM-12:00 PM;,1019360
953,2,11/09/2019 to 02/29/2020,Sat: 8:00 AM-12:00 PM;,1019360
954,1,07/04/2020 to 09/26/2020,Sat: 8:00 AM-11:00 AM;,1021197
955,2,10/03/2020 to 11/21/2020,Sat: 8:00 AM-12:00 PM;,1021197
956,1,06/12/2021 to 09/25/2021,Tue: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,1018407
957,1,05/20/2021 to 05/20/2021,Thu: 3:00 PM-6:00 PM;,1005528
958,1,06/03/2020 to 10/28/2020,Wed: 4:00 PM-8:00 PM;,1006837
959,1,05/01/2018 to 09/25/2018,Tue: 4:30 PM-6:00 PM;,1011119
960,1,11/06/2021 to 11/06/2021,Sat: 11:00 AM-1:00 PM;,1019706
961,2,01/01/2021 to 01/01/2021,Sat: 11:00 AM-1:00 PM;,1019706
962,1,05/22/2021 to 05/22/2021,Sat: 8:00 AM-12:00 PM;,1021624
963,2,05/21/2022 to 05/21/2022,Sat: 8:00 AM-12:00 PM;,1021624
964,1,06/20/2020 to 09/26/2020,Sat: 9:00 AM-12:00 PM;,1019752
965,1,06/03/2021 to 06/03/2021,Thu: 7:00 AM-1:00 PM;,1019501
966,1,01/01/2019 to 12/31/2019,Mon: 8:30 AM-9:30 AM;,1005256
967,1,07/01/2020 to 08/19/2020,Wed: 4:30 PM-7:30 PM;,1019969
968,1,06/20/2018 to 09/05/2018,Wed: 4:00 PM-7:00 PM;,1003980
969,1,05/25/2019 to 10/05/2019,Sat: 8:00 AM-1:00 PM;,1018217
970,1,05/16/2018 to 09/26/2018,Wed: 4:00 PM-6:00 PM;,1018998
971,1,01/01/2019 to 12/31/2019,Mon: 6:30 AM-7:30 AM;,1005257
972,1,04/28/2018 to 10/27/2018,Sat: 8:00 AM-1:00 PM;,1019111
973,1,06/16/2018 to 09/29/2018,Wed: 8:30 AM-11:30 AM;Sat: 8:30 AM-11:30 AM;,1010286
974,1,07/13/2021 to 07/13/2021,Tue: 4:00 PM-6:00 PM;,1018310
975,1,06/11/2021 to 06/11/2021,Fri: 4:00 PM-7:00 PM;,1005218
976,2,06/11/2021 to 06/11/2021,Fri: 4:00 PM-7:00 PM;,1005218
977,1,07/11/2020 to 09/26/2020,Sat: 9:00 AM-2:00 PM;,1016799
978,1,01/01/2018 to 12/31/2018,Sat: 9:00 AM-12:00 PM;Sun: 12:00 PM-3:00 PM;,1003238
979,1,06/02/2021 to 06/02/2021,Wed: 3:00 PM-6:00 PM;,1021358
980,1,05/10/2018 to 10/11/2018,Thu: 4:00 PM-7:00 PM;,1019058
981,1,05/30/2019 to 07/25/2019,Thu: 4:00 PM-8:00 PM;,1019368
982,1,05/01/2021 to 05/01/2021,Sat: 10:00 AM-3:00 PM;,1012031
983,1,04/25/2020 to 07/11/2020,Sat: 7:30 AM-12:00 PM;,1000242
984,2,10/10/2020 to 11/21/2020,Sat: 7:30 AM-12:00 PM;,1000242
985,1,07/18/2018 to 09/26/2018,Wed: 3:00 PM-7:00 PM;,1019022
986,1,05/28/2020 to 07/09/2020,Thu: 3:00 PM-6:00 PM;,1000616
987,1,01/01/2018 to 12/31/2018,Mon: 4:00 PM-6:00 PM;,1019185
988,1,05/22/2020 to 07/24/2020,Fri: 9:00 AM-12:00 PM;,1019866
989,1,06/02/2021 to 06/02/2021,Wed: 9:30 AM-1:30 PM;,1019806
990,1,06/07/2018 to 10/25/2018,Thu: 3:00 PM-7:00 PM;,1011972
991,1,06/01/2021 to 06/01/2021,Tue: 4:00 PM-6:30 PM;,1021341
992,1,05/01/2020 to 09/30/2020,Thu: 10:00 AM-3:00 PM;,1019876
993,1,05/01/2021 to 05/01/2021,Wed: 11:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;,1019189
994,1,05/15/2020 to 10/09/2020,Fri: 11:00 AM-5:00 PM;,1019843
995,1,05/02/2020 to 11/28/2020,Sun: 8:00 AM-12:00 PM;,1020190
996,1,01/09/2021 to 01/09/2021,Sat: 10:00 AM-12:00 PM;,1002929
997,2,05/21/2021 to 05/21/2021,Fri: 2:00 PM-6:00 PM;,1002929
998,3,10/23/2021 to 10/23/2021,Sat: 10:00 AM-2:00 PM;,1002929
999,1,06/06/2019 to 08/22/2019,Thu: 5:30 PM-7:30 PM;,1019659
1000,1,05/03/2018 to 10/11/2018,Thu: 4:30 PM-7:30 PM;,1018976
1001,1,04/17/2021 to 04/17/2021,Sat: 8:30 AM-11:30 PM;,1011139
1002,1,01/01/2021 to 01/01/2021,Sat: 9:00 AM-1:00 PM;,1019902
1003,1,07/13/2019 to 09/28/2019,Sat: 9:00 AM-1:00 PM;,1001281
1004,1,07/14/2018 to 10/13/2018,Sat: 10:00 AM-1:00 PM;,1005642
1005,2,07/12/2018 to 08/23/2018,Thu: 12:00 PM-5:00 PM;,1005642
1006,1,01/01/2021 to 01/01/2021,Mon: 8:30 AM-6:00 PM;Tue: 8:30 AM-6:00 PM;Wed: 8:30 AM-6:00 PM;Thu: 8:30 AM-6:00 PM;Fri: 8:30 AM-6:00 PM;Sat: 8:30 AM-3:00 PM;Sun: 12:00 PM-3:00 PM;,1003199
1007,1,06/04/2019 to 08/27/2019,Tue: 5:00 PM-8:00 PM;,1019300
1008,1,05/02/2020 to 10/31/2020,Tue: 2:00 PM-6:00 PM;Sat: 7:00 AM-12:00 PM;,1019968
1009,1,05/01/2019 to 12/18/2019,Wed: 8:00 AM-12:00 PM;,1019487
1010,1,06/01/2020 to 10/31/2020,Thu: 3:30 AM-6:30 PM;,1020134
1011,1,05/03/2019 to 11/15/2019,Fri: 8:00 AM-12:00 PM;,1019490
1012,1,05/02/2020 to 10/17/2020,Tue: 11:00 AM-2:00 PM;Sat: 9:00 AM-12:00 PM;,1020081
1013,1,06/06/2019 to 10/17/2019,Thu: 3:00 PM-7:00 PM;,1019634
1014,2,11/24/2019 to 11/24/2019,Sun: 10:00 AM-2:00 PM;,1019634
1015,1,01/01/2021 to 01/01/2021,Sun: 10:00 AM-1:00 PM;,1021314
1016,1,04/16/2018 to ,Mon: 9:00 AM-4:00 PM;Tue: 9:00 AM-4:00 PM;Wed: 9:00 AM-4:00 PM;Thu: 9:00 AM-4:00 PM;Fri: 9:00 AM-4:00 PM;,1018908
1017,1,05/16/2020 to 10/17/2020,Sat: 8:00 AM-1:00 PM;,1019858
1018,1,05/02/2020 to 10/31/2020,Sat: 10:00 AM-1:00 PM;,1019759
1019,1,04/04/2020 to 10/31/2020,Sat: 8:00 AM-1:00 PM;,1021209
1020,1,05/15/2020 to 10/30/2020,Tue: 10:00 AM-1:00 PM;Fri: 4:00 PM-7:00 PM;,1020199
1021,1,01/01/2021 to 12/31/2021,Sun: 9:00 AM-1:00 PM;,1002905
1022,1,06/06/2020 to 09/26/2020,Sat: 9:00 AM-12:00 PM;,1019816
1023,2,10/03/2020 to 11/14/2020,Sat: 9:00 AM-12:00 PM;,1019816
1024,1,06/05/2021 to 06/05/2021,Sat: 9:00 AM-12:00 PM;,1021357
1025,1,06/02/2018 to 10/27/2018,Sat: 10:00 AM-2:00 PM;,1018093
1026,1,04/13/2019 to 10/12/2019,Sat: 9:00 AM-2:00 PM;,1019464
1027,1,05/22/2021 to 05/22/2021,Sat: 9:00 AM-2:00 PM;,1021458
1028,1,06/02/2018 to 09/29/2018,Sat: 10:00 AM-2:00 PM;,1019137
1029,1,05/01/2018 to 10/31/2018,Wed: 7:00 AM-12:00 PM;Sat: 7:00 AM-11:00 AM;,1000021
1030,1,05/05/2018 to 10/27/2018,Wed: 9:00 AM-12:30 PM;Sat: 9:00 AM-12:30 PM;,1011076
1031,2,11/03/2018 to 04/27/2019,Sat: 9:00 AM-12:00 PM;,1011076
1032,1,05/06/2020 to 10/28/2020,Wed: 3:00 AM-6:00 PM;,1020087
1033,1,05/02/2019 to 10/17/2019,Thu: 4:00 PM-7:00 PM;,1019683
1034,1,05/01/2021 to 05/01/2021,Wed: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,1019777
1035,2,11/06/2021 to 11/06/2021,Sat: 9:00 AM-12:00 PM;,1019777
1036,1,04/21/2018 to 11/10/2018,Sat: 9:00 AM-1:00 PM;,1012786
1037,2,11/24/2018 to 12/08/2018,Sat: 9:00 AM-1:00 PM;,1012786
1038,1,05/18/2013 to 10/26/2013,Sat: 7:30 AM-12:00 PM;,1005633
1039,1,06/01/2020 to 10/10/2020,Sat: 9:00 AM-12:30 PM;,1006681
1040,1,01/01/2019 to 12/31/2019,Tue: 11:30 AM-12:30 PM;,1009658
1041,1,09/12/2020 to 12/19/2020,Sat: 9:00 AM-11:00 AM;,1020034
1042,1,05/16/2020 to 09/05/2020,Sat: 9:00 AM-1:00 PM;,1020035
1043,1,06/03/2020 to 09/30/2020,Wed: 11:00 AM-2:00 PM;,1020038
1044,1,05/05/2018 to 09/29/2018,Sat: 8:00 AM-1:00 PM;,1012523
1045,2,10/06/2018 to 10/27/2018,Sat: 9:00 AM-1:00 PM;,1012523
1046,3,11/10/2018 to 04/27/2019,Sat: 10:00 AM-1:00 PM;,1012523
1047,1,05/01/2021 to 05/01/2021,Tue: 3:00 PM-6:00 PM;,1010485
1048,1,04/20/2018 to 10/05/2018,Fri: 3:00 PM-6:00 PM;,1018486
1049,1,11/06/2021 to 11/06/2021,Sat: 8:30 AM-12:30 PM;,1021454
1050,1,05/05/2018 to 10/27/2018,Sat: 8:00 AM-12:00 PM;,1019239
1051,1,11/16/2019 to 04/18/2020,Sat: 9:00 AM-12:00 PM;,1019716
1052,2,05/02/2020 to 10/31/2020,Sat: 8:00 AM-12:00 PM;,1019716
1053,1,07/03/2021 to 07/03/2021,Sat: 9:00 AM-2:00 PM;,1006069
1054,1,03/26/2020 to 11/19/2020,Thu: 3:00 PM-7:00 PM;,1020195
1055,1,06/07/2018 to 09/27/2018,Thu: 4:30 PM-8:00 PM;,1016862
1056,1,03/01/2021 to 03/01/2021,Sat: 10:00 AM-2:00 PM;,1021493
1057,1,05/05/2018 to 10/27/2018,Sat: 8:00 AM-12:30 PM;,1018939
1058,2,06/19/2018 to 09/25/2018,Tue: 5:30 PM-7:00 PM;,1018939
1059,1,01/01/2018 to 12/31/2018,Wed: 9:00 AM-2:00 PM;,1010037
1060,1,05/14/2018 to 10/08/2018,Mon: 7:00 AM-11:30 AM;,1001104
1061,1,01/01/2021 to 01/01/2021,Tue: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;,1006547
1062,2,06/15/2021 to 06/15/2021,Tue: 3:00 PM-7:00 PM;Sat: 7:00 AM-1:00 PM;,1006547
1063,1,05/01/2021 to 05/01/2021,Wed: 1:00 AM-3:00 PM;Sat: 8:00 AM-1:00 PM;,1012314
1064,2,11/13/2021 to 11/13/2021,Sat: 9:00 AM-12:00 PM;,1012314
1065,1,05/03/2020 to 10/25/2020,Sun: 10:00 AM-2:00 PM;,1019844
1066,1,01/01/2020 to 12/31/2020,Sun: 9:00 AM-1:00 PM;,1020166
1067,1,06/01/2020 to 08/17/2020,Mon: 3:00 PM-6:00 PM;,1004297
1068,1,06/20/2020 to 10/14/2020,Wed: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;,1020085
1069,1,05/22/2021 to 05/22/2021,Sat: 8:00 AM-2:00 PM;,1021377
1070,1,05/03/2018 to 10/04/2018,Thu: 4:00 PM-7:00 PM;,1011901
1071,1,05/11/2019 to 10/26/2019,Sat: 9:00 AM-1:00 PM;,1019507
1072,2,11/02/2019 to 12/21/2019,Sat: 10:00 AM-1:00 PM;,1019507
1073,3,01/04/2020 to 05/02/2020,Sat: 10:00 AM-1:00 PM;,1019507
1074,1,05/20/2021 to 05/20/2021,Thu: 4:00 PM-8:00 PM;,1021430
1075,1,05/01/2019 to 10/30/2019,Wed: 2:00 PM-7:00 PM;,1019480
1076,1,06/01/2018 to 09/01/2018,Thu: 11:00 AM-1:00 PM;,1018573
1077,1,05/09/2020 to 10/10/2020,Sat: 9:00 AM-1:00 PM;,1018314
1078,1,05/05/2020 to 09/29/2020,Tue: 3:00 PM-7:00 PM;,1018317
1079,1,10/24/2020 to 12/19/2020,Sat: 9:00 AM-12:30 PM;,1021252
1080,1,05/06/2020 to 10/28/2020,Wed: 12:00 PM-4:00 PM;,1012560
1081,2,05/02/2020 to 10/31/2020,Sat: 8:00 AM-12:00 PM;,1012560
1082,1,01/01/2022 to 01/01/2022,Sun: 8:00 AM-11:30 AM;,1021656
1083,1,12/05/2021 to 12/05/2021,Sun: 10:00 AM-1:00 PM;,1021467
1084,1,01/01/2020 to 12/31/2020,Sat: 2:30 PM-5:30 PM;,1020162
1085,1,05/05/2018 to 10/27/2018,Sat: 8:00 AM-1:00 PM;,1018926
1086,1,06/02/2020 to 10/27/2020,Tue: 12:00 PM-5:00 PM;,1005559
1087,1,05/22/2021 to 05/22/2021,Sat: 8:00 AM-12:00 PM;,1005499
1088,1,01/01/2018 to 12/31/2018,Sat: 9:00 AM-12:30 PM;,1018991
1089,1,04/06/2021 to 04/06/2021,Tue: 3:30 PM-7:00 PM;,1004717
1090,1,01/01/2021 to 12/31/2021,Sat: 9:00 AM-1:00 PM;,1018995
1091,1,06/01/2021 to 06/01/2021,Wed: 10:00 AM-1:00 PM;Sat: 10:00 AM-1:00 PM;,1000585
1092,1,06/17/2021 to 06/17/2021,Thu: 2:00 PM-6:00 PM;,1021307
1093,1,06/19/2021 to 06/19/2021,Sat: 9:00 AM-2:00 PM;,1021288
1094,1,05/06/2021 to 05/06/2021,Thu: 7:30 AM-2:00 PM;,1021287
1095,1,06/05/2021 to 06/05/2021,Wed: 4:00 PM-7:00 PM;Sat: 8:00 AM-12:00 PM;,1021571
1096,1,01/01/2014 to 01/01/2014,Wed: 3:30 PM-6:00 PM;,1010316
1097,1,06/26/2021 to 06/26/2021,Sat: 9:30 AM-2:30 PM;,1012725
1098,1,01/01/2021 to 12/31/2021,Sat: 4:00 PM-7:00 PM;,1018924
1099,1,05/29/2018 to 10/02/2018,Tue: 4:00 PM-7:00 PM;,1018931
1100,1,01/01/2018 to 12/31/2018,Mon: 10:30 AM-5:30 PM;,1018903
1101,1,04/13/2019 to 10/26/2019,Sat: 9:00 AM-12:00 PM;,1019682
1102,2,11/16/2019 to 04/04/2020,Sat: 7:00 AM-10:30 AM;,1019682
1103,1,01/04/2020 to 12/26/2020,Sat: 8:00 AM-12:00 PM;,1011535
1104,2,04/07/2020 to 10/27/2020,Tue: 8:00 AM-12:00 PM;,1011535
1105,1,05/16/2020 to 10/31/2020,Sat: 10:00 AM-1:00 PM;,1020055
1106,1,04/03/2021 to 04/03/2021,Sat: 8:00 AM-1:00 PM;,1003081
1107,2,06/05/2021 to 06/05/2021,Tue: 3:00 PM-6:00 PM;,1003081
1108,1,11/07/2020 to 11/07/2020,Sat: 9:00 AM-1:00 PM;,1020017
1109,1,06/22/2022 to 06/22/2022,Wed: 3:00 PM-5:00 PM;Sat: 8:00 AM-1:00 PM;,1021715
1110,1,05/22/2022 to 05/22/2022,Sun: 10:00 AM-2:00 PM;,1021642
1111,2,10/03/2021 to 10/03/2021,Sun: 10:00 AM-4:00 PM;,1021642
1112,1,05/27/2018 to 11/18/2018,Sun: 12:00 PM-4:00 PM;,1018702
1113,1,05/02/2020 to 10/03/2020,Sat: 9:00 AM-12:00 PM;,1019737
1114,1,07/06/2020 to 10/26/2020,Mon: 3:00 PM-6:00 PM;,1019908
1115,1,05/03/2020 to 10/25/2020,Sun: 9:00 AM-2:00 PM;,1019725
1116,2,11/28/2020 to 11/28/2020,Sat: 10:00 AM-3:00 PM;,1019725
1117,1,06/03/2019 to 10/28/2019,Mon: 2:00 PM-6:00 PM;,1012739
1118,1,06/01/2019 to 10/26/2019,Sat: 10:00 AM-2:00 PM;,1012738
1119,1,06/06/2019 to 10/24/2019,Thu: 2:00 PM-6:00 PM;,1019348
1120,1,11/15/2018 to 05/30/2019,Thu: 2:00 PM-5:30 PM;Sat: 10:00 AM-2:00 PM;,1012737
1121,1,01/01/2021 to 01/01/2021,Wed: 10:00 AM-1:00 PM;,1021478
1122,1,06/22/2021 to 06/22/2021,Tue: 4:00 PM-7:00 PM;,1021601
1123,1,05/10/2019 to 10/18/2019,Fri: 3:00 PM-6:30 PM;,1019227
1124,1,06/01/2020 to 09/30/2020,Wed: 5:00 PM-7:30 PM;,1019879
1125,1,04/23/2021 to 04/23/2021,Sat: 9:00 AM-12:00 PM;,1021632
1126,1,04/22/2021 to 04/22/2021,Thu: 3:00 PM-6:00 PM;,1020043
1127,1,06/27/2018 to 10/31/2018,Wed: 11:00 AM-2:00 PM;,1005939
1128,1,05/16/2018 to 10/17/2018,Wed: 4:00 PM-7:00 PM;,1005991
1129,1,02/18/2021 to 02/18/2021,Tue: 3:00 PM-6:00 PM;Thu: 12:00 PM-3:00 PM;,1021336
1130,1,06/12/2021 to 06/12/2021,Sat: 9:00 AM-2:00 PM;,1021549
1131,1,07/07/2022 to 07/07/2022,Thu: 5:00 PM-7:00 PM;,1021708
1132,1,01/01/2021 to 01/01/2021,Sun: 9:00 AM-1:00 PM;,1019240
1133,1,04/28/2018 to ,,1019294
1134,1,06/01/2020 to 09/30/2020,Tue: 4:30 PM-6:30 PM;Thu: 4:30 PM-6:30 PM;,1019883
1135,1,06/12/2021 to 06/12/2021,Sat: 10:00 AM-1:00 PM;,1010614
1136,1,02/11/2021 to 02/11/2021,Thu: 1:00 PM-4:00 PM;,1021279
1137,2,05/13/2021 to 05/13/2021,Thu: 1:00 PM-4:00 PM;,1021279
1138,1,01/01/2020 to 12/31/2020,Thu: 3:00 PM-7:00 PM;,1020066
1139,1,07/10/2021 to 07/10/2021,Sat: 8:00 AM-12:00 PM;,1021518
1140,1,06/03/2020 to 12/16/2020,Wed: 3:00 PM-6:00 PM;,1021243
1141,1,05/05/2021 to 05/05/2021,Wed: 3:00 PM-6:00 PM;,1021434
1142,1,06/20/2019 to 09/19/2019,Thu: 2:00 PM-6:00 PM;,1019407
1143,1,06/05/2019 to 09/25/2019,Wed: 3:00 PM-6:00 PM;,1018875
1144,1,06/03/2021 to 06/03/2021,Thu: 4:00 PM-7:00 PM;,1021344
1145,1,05/18/2018 to 10/30/2018,Tue: 4:00 PM-6:30 PM;Fri: 4:00 PM-6:30 PM;,1018184
1146,1,06/02/2018 to 11/10/2018,Sat: 8:00 AM-1:00 PM;Sun: 10:00 AM-3:00 PM;,1018550
1147,1,05/07/2021 to 05/07/2021,Fri: 10:00 AM-3:00 PM;,1001059
1148,1,07/11/2015 to 07/11/2015,Sat: 11:00 AM-2:00 PM;,1004865
1149,1,05/23/2020 to 11/21/2020,Sat: 8:00 AM-12:00 PM;,1009884
1150,1,05/01/2018 to 10/31/2018,Mon: 8:00 AM-6:00 PM;Tue: 8:00 AM-6:00 PM;Wed: 8:00 AM-6:00 PM;Thu: 8:00 AM-6:00 PM;Fri: 8:00 AM-6:00 PM;Sat: 8:00 AM-6:00 PM;,1018455
1151,1,05/14/2019 to 09/17/2019,Tue: 3:00 AM-6:30 PM;,1019640
1152,1,06/16/2021 to 06/16/2021,Wed: 7:00 AM-1:00 PM;,1003694
1153,1,05/16/2020 to 10/17/2020,Sat: 9:00 AM-1:00 PM;,1006780
1154,1,05/02/2015 to 05/02/2015,Wed: 9:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;,1010755
1155,1,06/04/2021 to 06/04/2021,Fri: 9:00 AM-1:00 PM;,1002764
1156,1,03/14/2018 to 10/31/2018,Wed: 5:00 PM-9:00 PM;,1018728
1157,1,01/01/2021 to 12/31/2021,Wed: 4:00 PM-6:00 PM;,1019815
1158,1,05/09/2021 to 05/09/2021,Sun: 8:30 AM-12:30 PM;,1021379
1159,2,10/31/2021 to 10/31/2021,Sun: 10:00 AM-1:00 PM;,1021379
1160,1,05/06/2021 to 05/06/2021,Thu: 8:00 AM-3:00 PM;,1021554
1161,1,01/06/2021 to 01/06/2021,Mon: 12:00 PM-6:00 PM;Tue: 12:00 PM-6:00 PM;Wed: 10:00 AM-2:00 PM;Thu: 12:00 PM-6:00 PM;Fri: 12:00 PM-4:00 PM;Sun: 12:00 PM-6:00 PM;,1019008
1162,1,01/09/2021 to 01/09/2021,Sat: 11:00 AM-1:00 PM;,1019345
1163,1,04/05/2020 to 12/27/2020,Sun: 8:30 AM-1:00 PM;,1020054
1164,2,01/05/2020 to 03/29/2020,Sun: 9:00 AM-1:00 PM;,1020054
1165,1,06/17/2018 to 10/28/2018,Sun: 9:00 AM-2:00 PM;,1019127
1166,1,06/02/2018 to 10/01/2018,Sat: 9:00 AM-3:00 PM;,1019828
1167,2,06/08/2019 to 10/01/2019,Sat: 9:00 AM-2:00 PM;,1019828
1168,3,06/06/2020 to 10/01/2020,Sat: 9:00 AM-2:00 PM;,1019828
1169,1,01/01/2021 to 01/01/2021,Sun: 2:00 PM-5:00 PM;,1021566
1170,1,05/01/2019 to 11/13/2019,Wed: 8:00 AM-12:00 PM;,1019488
